date,year,month,season,station,tmax,tmin,air_frost,rain,sun
1900-07-01,1900,7,summer,stornoway,16.1,10.2,0.0,104.7,
1900-08-01,1900,8,summer,stornoway,16.7,9.2,0.0,47.9,
1900-09-01,1900,9,autumn,stornoway,14.4,7.4,0.0,201.6,
1900-10-01,1900,10,autumn,stornoway,10.5,3.5,0.0,214.9,
1900-11-01,1900,11,autumn,stornoway,8.8,3.2,5.0,154.0,
1900-12-01,1900,12,winter,stornoway,8.9,3.1,3.0,305.7,
1901-01-01,1901,1,winter,stornoway,6.5,1.8,7.0,72.7,
1901-02-01,1901,2,winter,stornoway,6.0,0.4,10.0,85.4,
1901-03-01,1901,3,spring,stornoway,6.5,0.8,8.0,88.9,
1901-04-01,1901,4,spring,stornoway,9.8,2.9,3.0,79.4,
1901-05-01,1901,5,spring,stornoway,14.8,5.4,0.0,26.2,
1901-06-01,1901,6,summer,stornoway,14.4,7.7,0.0,78.1,
1901-07-01,1901,7,summer,stornoway,18.0,10.6,0.0,49.6,
1901-08-01,1901,8,summer,stornoway,16.0,9.6,0.0,113.0,
1901-09-01,1901,9,autumn,stornoway,17.2,8.6,0.0,81.5,
1901-10-01,1901,10,autumn,stornoway,12.2,3.8,2.0,158.4,
1901-11-01,1901,11,autumn,stornoway,9.5,2.8,4.0,99.1,
1901-12-01,1901,12,winter,stornoway,6.2,0.9,10.0,153.0,
1902-01-01,1902,1,winter,stornoway,6.8,0.4,14.0,137.4,
1902-02-01,1902,2,winter,stornoway,5.8,-0.5,12.0,99.0,
1902-03-01,1902,3,spring,stornoway,8.6,2.0,5.0,132.4,
1902-04-01,1902,4,spring,stornoway,11.3,2.8,3.0,65.9,
1902-05-01,1902,5,spring,stornoway,10.7,3.7,1.0,91.0,
1902-06-01,1902,6,summer,stornoway,14.9,7.4,0.0,53.8,
1902-07-01,1902,7,summer,stornoway,14.9,7.8,0.0,67.2,
1902-08-01,1902,8,summer,stornoway,15.4,8.1,0.0,63.5,
1902-09-01,1902,9,autumn,stornoway,14.9,8.5,0.0,69.0,
1902-10-01,1902,10,autumn,stornoway,12.8,4.7,0.0,164.4,
1902-11-01,1902,11,autumn,stornoway,10.8,4.9,2.0,97.4,
1902-12-01,1902,12,winter,stornoway,7.9,2.3,4.0,150.4,
1903-01-01,1903,1,winter,stornoway,6.7,1.3,10.0,145.7,
1903-02-01,1903,2,winter,stornoway,8.7,2.7,1.0,181.0,
1903-03-01,1903,3,spring,stornoway,8.0,1.8,2.0,204.9,
1903-04-01,1903,4,spring,stornoway,9.2,2.8,3.0,88.2,
1903-05-01,1903,5,spring,stornoway,11.8,4.0,2.0,57.0,
1903-06-01,1903,6,summer,stornoway,14.9,6.1,0.0,45.3,
1903-07-01,1903,7,summer,stornoway,15.5,7.7,0.0,107.6,
1903-08-01,1903,8,summer,stornoway,15.4,7.8,0.0,216.8,
1903-09-01,1903,9,autumn,stornoway,15.6,8.0,0.0,75.8,
1903-10-01,1903,10,autumn,stornoway,10.9,5.3,0.0,204.7,
1903-11-01,1903,11,autumn,stornoway,8.4,3.5,3.0,147.7,
1903-12-01,1903,12,winter,stornoway,6.4,0.7,12.0,79.3,
1904-01-01,1904,1,winter,stornoway,7.4,1.7,7.0,141.0,
1904-02-01,1904,2,winter,stornoway,5.5,1.0,8.0,120.3,
1904-03-01,1904,3,spring,stornoway,7.2,0.6,14.0,71.8,
1904-04-01,1904,4,spring,stornoway,9.3,3.2,1.0,172.6,
1904-05-01,1904,5,spring,stornoway,11.9,4.8,1.0,63.6,
1904-06-01,1904,6,summer,stornoway,15.4,8.5,0.0,54.8,
1904-07-01,1904,7,summer,stornoway,16.8,9.5,0.0,55.0,
1904-08-01,1904,8,summer,stornoway,15.9,9.3,0.0,133.7,
1904-09-01,1904,9,autumn,stornoway,15.3,7.5,0.0,123.1,
1904-10-01,1904,10,autumn,stornoway,11.7,6.1,0.0,137.5,
1904-11-01,1904,11,autumn,stornoway,8.0,3.0,7.0,163.8,
1904-12-01,1904,12,winter,stornoway,7.4,2.8,5.0,196.8,
1905-01-01,1905,1,winter,stornoway,7.9,2.9,4.0,147.6,
1905-02-01,1905,2,winter,stornoway,7.2,1.5,7.0,155.4,
1905-03-01,1905,3,spring,stornoway,8.4,3.2,0.0,136.1,
1905-04-01,1905,4,spring,stornoway,8.3,2.3,7.0,74.9,
1905-05-01,1905,5,spring,stornoway,12.1,5.3,0.0,42.3,
1905-06-01,1905,6,summer,stornoway,17.0,9.0,0.0,36.9,
1905-07-01,1905,7,summer,stornoway,16.6,10.7,0.0,68.8,
1905-08-01,1905,8,summer,stornoway,15.3,9.5,0.0,120.9,
1905-09-01,1905,9,autumn,stornoway,14.6,8.0,0.0,128.9,
1905-10-01,1905,10,autumn,stornoway,9.5,4.3,0.0,82.0,
1905-11-01,1905,11,autumn,stornoway,8.0,3.3,4.0,121.6,
1905-12-01,1905,12,winter,stornoway,8.3,3.8,2.0,159.2,
1906-01-01,1906,1,winter,stornoway,7.1,2.5,2.0,169.5,
1906-02-01,1906,2,winter,stornoway,4.9,-0.2,14.0,201.8,
1906-03-01,1906,3,spring,stornoway,7.1,0.5,7.0,39.4,
1906-04-01,1906,4,spring,stornoway,9.5,1.9,3.0,45.8,
1906-05-01,1906,5,spring,stornoway,10.2,4.3,2.0,97.2,
1906-06-01,1906,6,summer,stornoway,15.2,8.4,0.0,40.9,
1906-07-01,1906,7,summer,stornoway,15.8,8.8,0.0,101.9,
1906-08-01,1906,8,summer,stornoway,16.7,10.0,0.0,52.7,
1906-09-01,1906,9,autumn,stornoway,16.4,8.7,0.0,22.7,
1906-10-01,1906,10,autumn,stornoway,12.9,5.4,2.0,49.1,
1906-11-01,1906,11,autumn,stornoway,9.4,4.7,3.0,150.3,
1906-12-01,1906,12,winter,stornoway,6.5,1.2,10.0,99.9,
1907-01-01,1907,1,winter,stornoway,6.8,2.7,7.0,99.0,
1907-02-01,1907,2,winter,stornoway,6.3,0.4,13.0,122.6,
1907-03-01,1907,3,spring,stornoway,8.3,2.1,8.0,75.9,
1907-04-01,1907,4,spring,stornoway,10.0,3.9,0.0,58.0,
1907-05-01,1907,5,spring,stornoway,11.6,5.8,0.0,70.5,
1907-06-01,1907,6,summer,stornoway,12.8,7.5,0.0,112.6,
1907-07-01,1907,7,summer,stornoway,14.9,9.0,0.0,67.4,
1907-08-01,1907,8,summer,stornoway,13.7,8.4,0.0,126.9,
1907-09-01,1907,9,autumn,stornoway,14.6,8.1,0.0,68.3,
1907-10-01,1907,10,autumn,stornoway,11.6,5.4,1.0,69.1,
1907-11-01,1907,11,autumn,stornoway,8.9,3.1,3.0,127.0,
1907-12-01,1907,12,winter,stornoway,6.8,2.7,4.0,128.8,
1908-01-01,1908,1,winter,stornoway,7.2,2.1,4.0,146.1,
1908-02-01,1908,2,winter,stornoway,7.3,2.8,3.0,149.8,
1908-03-01,1908,3,spring,stornoway,7.2,1.4,9.0,157.3,
1908-04-01,1908,4,spring,stornoway,8.6,2.4,3.0,73.3,
1908-05-01,1908,5,spring,stornoway,12.9,6.5,0.0,65.4,
1908-06-01,1908,6,summer,stornoway,14.7,8.6,0.0,60.8,
1908-07-01,1908,7,summer,stornoway,15.2,10.2,0.0,35.2,
1908-08-01,1908,8,summer,stornoway,15.1,9.2,0.0,71.8,
1908-09-01,1908,9,autumn,stornoway,13.9,7.9,0.0,160.6,
1908-10-01,1908,10,autumn,stornoway,14.0,9.4,0.0,70.9,
1908-11-01,1908,11,autumn,stornoway,10.3,5.1,0.0,167.2,
1908-12-01,1908,12,winter,stornoway,7.9,3.3,2.0,179.9,
1909-01-01,1909,1,winter,stornoway,7.1,2.3,6.0,155.5,
1909-02-01,1909,2,winter,stornoway,7.5,2.9,3.0,57.6,
1909-03-01,1909,3,spring,stornoway,6.0,-0.1,13.0,72.2,
1909-04-01,1909,4,spring,stornoway,10.2,3.9,1.0,78.1,
1909-05-01,1909,5,spring,stornoway,12.2,5.4,0.0,76.7,
1909-06-01,1909,6,summer,stornoway,13.4,8.0,0.0,56.4,
1909-07-01,1909,7,summer,stornoway,15.0,9.9,0.0,78.1,
1909-08-01,1909,8,summer,stornoway,15.2,9.6,0.0,67.7,
1909-09-01,1909,9,autumn,stornoway,14.0,7.6,0.0,47.7,
1909-10-01,1909,10,autumn,stornoway,10.9,6.0,0.0,205.3,
1909-11-01,1909,11,autumn,stornoway,7.8,3.0,6.0,151.3,
1909-12-01,1909,12,winter,stornoway,5.5,0.1,15.0,127.0,
1910-01-01,1910,1,winter,stornoway,5.7,0.7,13.0,187.8,
1910-02-01,1910,2,winter,stornoway,6.5,0.7,8.0,133.7,
1910-03-01,1910,3,spring,stornoway,8.7,3.3,1.0,89.0,
1910-04-01,1910,4,spring,stornoway,8.2,2.1,2.0,163.2,
1910-05-01,1910,5,spring,stornoway,13.0,6.1,0.0,83.9,
1910-06-01,1910,6,summer,stornoway,15.5,8.8,0.0,63.4,
1910-07-01,1910,7,summer,stornoway,14.9,9.2,0.0,78.2,
1910-08-01,1910,8,summer,stornoway,16.2,10.7,0.0,150.2,
1910-09-01,1910,9,autumn,stornoway,14.4,9.0,0.0,57.6,
1910-10-01,1910,10,autumn,stornoway,12.2,6.2,0.0,84.3,
1910-11-01,1910,11,autumn,stornoway,5.9,1.4,6.0,151.7,
1910-12-01,1910,12,winter,stornoway,7.6,3.9,0.0,120.7,
1911-01-01,1911,1,winter,stornoway,7.3,3.3,2.0,92.8,
1911-02-01,1911,2,winter,stornoway,7.8,2.3,4.0,131.3,
1911-03-01,1911,3,spring,stornoway,7.9,1.6,2.0,80.8,
1911-04-01,1911,4,spring,stornoway,9.5,3.2,3.0,110.0,
1911-05-01,1911,5,spring,stornoway,13.6,6.6,0.0,67.0,
1911-06-01,1911,6,summer,stornoway,15.1,9.1,0.0,43.4,
1911-07-01,1911,7,summer,stornoway,16.6,9.5,0.0,134.6,
1911-08-01,1911,8,summer,stornoway,17.2,11.0,0.0,99.4,
1911-09-01,1911,9,autumn,stornoway,14.1,8.4,0.0,91.6,
1911-10-01,1911,10,autumn,stornoway,11.0,4.8,2.0,86.4,
1911-11-01,1911,11,autumn,stornoway,7.6,1.7,3.0,145.4,
1911-12-01,1911,12,winter,stornoway,8.1,3.6,0.0,146.2,
1912-01-01,1912,1,winter,stornoway,6.2,2.1,8.0,92.0,
1912-02-01,1912,2,winter,stornoway,6.9,1.2,8.0,135.5,
1912-03-01,1912,3,spring,stornoway,8.7,2.9,0.0,131.4,
1912-04-01,1912,4,spring,stornoway,10.1,4.2,2.0,100.4,
1912-05-01,1912,5,spring,stornoway,12.0,6.1,0.0,70.8,
1912-06-01,1912,6,summer,stornoway,13.9,8.7,0.0,80.9,
1912-07-01,1912,7,summer,stornoway,15.4,10.0,0.0,67.4,
1912-08-01,1912,8,summer,stornoway,13.5,7.9,0.0,141.9,
1912-09-01,1912,9,autumn,stornoway,13.0,7.0,0.0,47.7,
1912-10-01,1912,10,autumn,stornoway,10.7,5.3,0.0,139.7,
1912-11-01,1912,11,autumn,stornoway,7.6,3.4,3.0,196.2,
1912-12-01,1912,12,winter,stornoway,7.7,2.3,4.0,204.3,
1913-01-01,1913,1,winter,stornoway,6.6,3.2,1.0,88.9,
1913-02-01,1913,2,winter,stornoway,7.5,2.8,2.0,86.2,
1913-03-01,1913,3,spring,stornoway,7.3,1.4,6.0,165.5,
1913-04-01,1913,4,spring,stornoway,9.4,3.0,3.0,88.2,
1913-05-01,1913,5,spring,stornoway,11.7,6.4,0.0,84.4,
1913-06-01,1913,6,summer,stornoway,14.5,8.9,0.0,90.9,
1913-07-01,1913,7,summer,stornoway,15.5,10.1,0.0,22.0,
1913-08-01,1913,8,summer,stornoway,16.0,10.0,0.0,42.2,
1913-09-01,1913,9,autumn,stornoway,14.6,8.0,0.0,62.6,
1913-10-01,1913,10,autumn,stornoway,12.2,6.6,0.0,160.6,
1913-11-01,1913,11,autumn,stornoway,9.8,4.5,0.0,168.9,
1913-12-01,1913,12,winter,stornoway,7.1,3.4,4.0,133.2,
1914-01-01,1914,1,winter,stornoway,6.8,2.9,2.0,158.2,
1914-02-01,1914,2,winter,stornoway,7.8,2.6,1.0,166.1,
1914-03-01,1914,3,spring,stornoway,7.7,1.6,7.0,129.7,
1914-04-01,1914,4,spring,stornoway,11.3,5.6,0.0,86.1,
1914-05-01,1914,5,spring,stornoway,11.3,5.4,0.0,55.6,
1914-06-01,1914,6,summer,stornoway,15.0,8.6,0.0,38.8,
1914-07-01,1914,7,summer,stornoway,16.7,10.2,0.0,86.1,
1914-08-01,1914,8,summer,stornoway,16.9,10.6,0.0,76.0,
1914-09-01,1914,9,autumn,stornoway,14.4,8.8,0.0,120.5,
1914-10-01,1914,10,autumn,stornoway,12.5,7.4,0.0,63.2,
1914-11-01,1914,11,autumn,stornoway,8.9,3.4,2.0,136.7,
1914-12-01,1914,12,winter,stornoway,5.9,1.1,8.0,158.5,
1915-01-01,1915,1,winter,stornoway,6.0,1.5,4.0,191.6,
1915-02-01,1915,2,winter,stornoway,5.9,1.6,5.0,147.6,
1915-03-01,1915,3,spring,stornoway,7.3,1.9,7.0,104.5,
1915-04-01,1915,4,spring,stornoway,9.6,3.8,0.0,100.6,
1915-05-01,1915,5,spring,stornoway,11.5,4.3,2.0,30.4,
1915-06-01,1915,6,summer,stornoway,14.6,8.2,0.0,29.9,
1915-07-01,1915,7,summer,stornoway,15.4,9.3,0.0,72.6,
1915-08-01,1915,8,summer,stornoway,16.1,11.1,0.0,54.9,
1915-09-01,1915,9,autumn,stornoway,14.5,8.7,0.0,79.5,
1915-10-01,1915,10,autumn,stornoway,12.3,6.7,0.0,47.2,
1915-11-01,1915,11,autumn,stornoway,6.8,2.4,4.0,125.5,
1915-12-01,1915,12,winter,stornoway,5.6,1.4,6.0,177.2,
1916-01-01,1916,1,winter,stornoway,8.9,4.1,0.0,196.8,
1916-02-01,1916,2,winter,stornoway,5.7,1.1,5.0,152.8,
1916-03-01,1916,3,spring,stornoway,5.7,0.6,12.0,75.7,
1916-04-01,1916,4,spring,stornoway,9.5,3.6,1.0,97.2,
1916-05-01,1916,5,spring,stornoway,11.7,5.3,0.0,89.7,
1916-06-01,1916,6,summer,stornoway,12.6,7.7,0.0,52.0,
1916-07-01,1916,7,summer,stornoway,15.5,10.4,0.0,44.3,
1916-08-01,1916,8,summer,stornoway,16.4,10.2,0.0,27.7,
1916-09-01,1916,9,autumn,stornoway,14.2,9.1,0.0,70.3,
1916-10-01,1916,10,autumn,stornoway,11.5,6.0,0.0,143.8,
1916-11-01,1916,11,autumn,stornoway,9.5,5.3,0.0,143.2,
1916-12-01,1916,12,winter,stornoway,6.1,1.8,6.0,132.9,
1917-01-01,1917,1,winter,stornoway,4.3,0.6,11.0,107.8,
1917-02-01,1917,2,winter,stornoway,6.4,1.0,10.0,32.0,
1917-03-01,1917,3,spring,stornoway,6.4,1.5,7.0,78.8,
1917-04-01,1917,4,spring,stornoway,7.4,1.2,12.0,84.9,
1917-05-01,1917,5,spring,stornoway,12.4,5.9,0.0,62.9,
1917-06-01,1917,6,summer,stornoway,14.6,8.2,0.0,90.1,
1917-07-01,1917,7,summer,stornoway,17.4,10.7,0.0,43.9,
1917-08-01,1917,8,summer,stornoway,17.5,11.1,0.0,111.6,
1917-09-01,1917,9,autumn,stornoway,14.4,8.6,0.0,154.3,
1917-10-01,1917,10,autumn,stornoway,8.7,3.3,6.0,249.0,
1917-11-01,1917,11,autumn,stornoway,9.2,4.2,0.0,180.4,
1917-12-01,1917,12,winter,stornoway,6.2,1.7,8.0,85.0,
1918-01-01,1918,1,winter,stornoway,4.9,-0.2,15.0,139.0,
1918-02-01,1918,2,winter,stornoway,8.2,3.4,3.0,148.2,
1918-03-01,1918,3,spring,stornoway,8.3,3.0,3.0,71.9,
1918-04-01,1918,4,spring,stornoway,9.9,2.9,1.0,24.0,
1918-05-01,1918,5,spring,stornoway,13.6,7.4,0.0,53.9,
1918-06-01,1918,6,summer,stornoway,14.2,8.0,0.0,84.3,
1918-07-01,1918,7,summer,stornoway,16.0,10.1,0.0,120.4,
1918-08-01,1918,8,summer,stornoway,15.9,11.1,0.0,173.6,
1918-09-01,1918,9,autumn,stornoway,11.7,5.6,0.0,183.4,
1918-10-01,1918,10,autumn,stornoway,11.0,5.2,2.0,144.0,
1918-11-01,1918,11,autumn,stornoway,9.0,4.1,0.0,132.8,
1918-12-01,1918,12,winter,stornoway,7.5,3.3,3.0,148.0,
1919-01-01,1919,1,winter,stornoway,6.0,1.7,4.0,124.3,
1919-02-01,1919,2,winter,stornoway,5.4,0.3,12.0,56.1,
1919-03-01,1919,3,spring,stornoway,5.7,-0.1,13.0,148.8,
1919-04-01,1919,4,spring,stornoway,9.2,3.7,2.0,107.7,
1919-05-01,1919,5,spring,stornoway,14.5,7.3,0.0,41.0,
1919-06-01,1919,6,summer,stornoway,13.4,8.4,0.0,137.7,
1919-07-01,1919,7,summer,stornoway,14.1,9.5,0.0,61.9,
1919-08-01,1919,8,summer,stornoway,14.9,10.5,0.0,113.1,
1919-09-01,1919,9,autumn,stornoway,13.3,8.4,0.0,130.0,
1919-10-01,1919,10,autumn,stornoway,10.5,5.1,1.0,98.2,
1919-11-01,1919,11,autumn,stornoway,5.7,0.9,8.0,146.8,
1919-12-01,1919,12,winter,stornoway,6.2,2.1,5.0,165.2,
1920-01-01,1920,1,winter,stornoway,6.6,,,222.8,
1920-02-01,1920,2,winter,stornoway,8.2,,,189.0,
1920-03-01,1920,3,spring,stornoway,8.3,,,127.4,
1920-04-01,1920,4,spring,stornoway,9.1,4.1,0.0,75.2,
1920-05-01,1920,5,spring,stornoway,12.0,6.6,0.0,132.2,
1920-06-01,1920,6,summer,stornoway,15.9,9.4,0.0,38.5,
1920-07-01,1920,7,summer,stornoway,15.4,9.6,0.0,70.2,
1920-08-01,1920,8,summer,stornoway,14.7,9.0,0.0,57.0,
1920-09-01,1920,9,autumn,stornoway,14.1,8.2,0.0,108.2,
1920-10-01,1920,10,autumn,stornoway,13.4,8.5,0.0,67.5,
1920-11-01,1920,11,autumn,stornoway,10.3,5.8,0.0,216.7,
1920-12-01,1920,12,winter,stornoway,7.5,3.6,2.0,126.9,
1921-01-01,1921,1,winter,stornoway,7.7,3.5,1.0,207.2,
1921-02-01,1921,2,winter,stornoway,8.1,4.3,1.0,64.1,
1921-03-01,1921,3,spring,stornoway,8.1,2.6,4.0,169.8,
1921-04-01,1921,4,spring,stornoway,11.4,4.3,2.0,63.5,
1921-05-01,1921,5,spring,stornoway,11.8,6.0,0.0,80.6,
1921-06-01,1921,6,summer,stornoway,14.1,8.3,0.0,83.5,
1921-07-01,1921,7,summer,stornoway,16.2,10.3,0.0,81.5,
1921-08-01,1921,8,summer,stornoway,14.6,8.3,0.0,84.1,
1921-09-01,1921,9,autumn,stornoway,14.1,8.4,0.0,117.9,
1921-10-01,1921,10,autumn,stornoway,12.9,7.6,2.0,122.1,
1921-11-01,1921,11,autumn,stornoway,8.5,2.8,7.0,92.0,
1921-12-01,1921,12,winter,stornoway,9.3,3.4,0.0,220.1,
1922-01-01,1922,1,winter,stornoway,6.2,1.8,4.0,147.9,
1922-02-01,1922,2,winter,stornoway,7.5,2.3,4.0,136.1,
1922-03-01,1922,3,spring,stornoway,7.8,2.2,1.0,79.5,
1922-04-01,1922,4,spring,stornoway,7.6,1.0,9.0,65.1,
1922-05-01,1922,5,spring,stornoway,11.5,5.8,0.0,123.4,
1922-06-01,1922,6,summer,stornoway,13.1,7.6,0.0,71.5,
1922-07-01,1922,7,summer,stornoway,14.0,8.0,0.0,54.4,
1922-08-01,1922,8,summer,stornoway,14.0,8.2,0.0,117.2,
1922-09-01,1922,9,autumn,stornoway,13.5,6.4,0.0,70.1,
1922-10-01,1922,10,autumn,stornoway,11.3,3.2,6.0,77.8,
1922-11-01,1922,11,autumn,stornoway,9.0,3.1,5.0,95.0,
1922-12-01,1922,12,winter,stornoway,7.8,3.6,4.0,149.4,
1923-01-01,1923,1,winter,stornoway,8.8,3.6,1.0,167.3,
1923-02-01,1923,2,winter,stornoway,7.1,3.3,0.0,104.6,
1923-03-01,1923,3,spring,stornoway,9.5,1.7,13.0,32.3,
1923-04-01,1923,4,spring,stornoway,9.3,3.0,1.0,70.4,
1923-05-01,1923,5,spring,stornoway,9.4,3.7,0.0,81.8,
1923-06-01,1923,6,summer,stornoway,12.2,7.1,0.0,67.1,
1923-07-01,1923,7,summer,stornoway,16.1,10.3,0.0,99.2,
1923-08-01,1923,8,summer,stornoway,15.0,8.9,0.0,135.0,
1923-09-01,1923,9,autumn,stornoway,13.0,6.6,0.0,125.7,
1923-10-01,1923,10,autumn,stornoway,10.6,4.7,1.0,189.2,
1923-11-01,1923,11,autumn,stornoway,6.0,0.7,11.0,184.1,
1923-12-01,1923,12,winter,stornoway,6.9,1.5,7.0,141.6,
1924-01-01,1924,1,winter,stornoway,7.5,2.6,6.0,115.9,
1924-02-01,1924,2,winter,stornoway,7.1,1.8,5.0,77.2,
1924-03-01,1924,3,spring,stornoway,6.3,1.0,8.0,111.0,
1924-04-01,1924,4,spring,stornoway,9.0,1.9,7.0,72.8,
1924-05-01,1924,5,spring,stornoway,10.9,4.8,1.0,77.6,
1924-06-01,1924,6,summer,stornoway,13.3,7.6,0.0,84.6,
1924-07-01,1924,7,summer,stornoway,15.7,9.1,0.0,123.9,
1924-08-01,1924,8,summer,stornoway,14.9,10.2,0.0,120.3,
1924-09-01,1924,9,autumn,stornoway,13.8,7.5,0.0,111.8,
1924-10-01,1924,10,autumn,stornoway,11.7,5.2,0.0,126.2,
1924-11-01,1924,11,autumn,stornoway,9.9,4.7,1.0,105.1,
1924-12-01,1924,12,winter,stornoway,9.3,4.5,1.0,234.6,
1925-01-01,1925,1,winter,stornoway,7.9,3.1,5.0,147.8,
1925-02-01,1925,2,winter,stornoway,6.5,1.3,5.0,137.0,
1925-03-01,1925,3,spring,stornoway,7.2,1.6,7.0,99.8,
1925-04-01,1925,4,spring,stornoway,9.1,2.7,4.0,96.5,
1925-05-01,1925,5,spring,stornoway,11.6,6.4,0.0,93.3,
1925-06-01,1925,6,summer,stornoway,14.9,8.7,0.0,24.8,
1925-07-01,1925,7,summer,stornoway,17.1,10.6,0.0,52.9,
1925-08-01,1925,8,summer,stornoway,15.9,9.8,0.0,80.2,
1925-09-01,1925,9,autumn,stornoway,12.4,6.8,0.0,98.6,
1925-10-01,1925,10,autumn,stornoway,11.2,5.7,3.0,120.2,
1925-11-01,1925,11,autumn,stornoway,7.8,2.6,8.0,110.3,
1925-12-01,1925,12,winter,stornoway,5.5,0.2,12.0,145.6,
1926-01-01,1926,1,winter,stornoway,7.6,2.7,5.0,138.9,
1926-02-01,1926,2,winter,stornoway,7.8,2.1,4.0,82.1,
1926-03-01,1926,3,spring,stornoway,8.6,2.2,8.0,110.2,
1926-04-01,1926,4,spring,stornoway,11.1,5.3,0.0,59.0,
1926-05-01,1926,5,spring,stornoway,11.6,5.1,0.0,88.0,
1926-06-01,1926,6,summer,stornoway,14.7,8.8,0.0,52.1,
1926-07-01,1926,7,summer,stornoway,17.3,9.3,0.0,47.2,
1926-08-01,1926,8,summer,stornoway,16.7,10.2,0.0,113.2,
1926-09-01,1926,9,autumn,stornoway,14.2,8.0,0.0,168.7,
1926-10-01,1926,10,autumn,stornoway,8.8,3.1,4.0,146.0,
1926-11-01,1926,11,autumn,stornoway,8.5,2.1,5.0,119.9,
1926-12-01,1926,12,winter,stornoway,7.9,2.9,6.0,133.8,
1927-01-01,1927,1,winter,stornoway,6.7,2.1,5.0,194.7,
1927-02-01,1927,2,winter,stornoway,8.1,3.0,0.0,54.0,
1927-03-01,1927,3,spring,stornoway,9.3,2.7,5.0,71.6,
1927-04-01,1927,4,spring,stornoway,,,,164.3,
1927-05-01,1927,5,spring,stornoway,10.9,4.3,2.0,45.9,
1927-06-01,1927,6,summer,stornoway,12.6,6.2,0.0,95.4,
1927-07-01,1927,7,summer,stornoway,16.9,10.3,0.0,99.6,
1927-08-01,1927,8,summer,stornoway,17.1,9.5,0.0,69.0,
1927-09-01,1927,9,autumn,stornoway,12.9,6.6,0.0,155.3,
1927-10-01,1927,10,autumn,stornoway,11.5,4.9,3.0,186.0,
1927-11-01,1927,11,autumn,stornoway,8.4,3.3,5.0,138.9,
1927-12-01,1927,12,winter,stornoway,5.0,0.2,15.0,29.6,
1928-01-01,1928,1,winter,stornoway,7.3,1.8,4.0,268.9,
1928-02-01,1928,2,winter,stornoway,7.9,1.4,7.0,139.5,
1928-03-01,1928,3,spring,stornoway,7.7,2.4,5.0,88.3,
1928-04-01,1928,4,spring,stornoway,9.8,3.2,2.0,62.1,
1928-05-01,1928,5,spring,stornoway,12.4,5.8,0.0,46.1,
1928-06-01,1928,6,summer,stornoway,12.8,6.2,0.0,83.9,
1928-07-01,1928,7,summer,stornoway,14.5,9.5,0.0,77.4,
1928-08-01,1928,8,summer,stornoway,16.0,9.3,0.0,55.5,
1928-09-01,1928,9,autumn,stornoway,13.9,6.8,0.0,76.9,
1928-10-01,1928,10,autumn,stornoway,11.9,6.0,0.0,128.8,
1928-11-01,1928,11,autumn,stornoway,9.0,3.8,3.0,171.3,
1928-12-01,1928,12,winter,stornoway,6.9,2.8,3.0,140.6,
1929-01-01,1929,1,winter,stornoway,5.4,0.1,14.0,46.8,47.8
1929-02-01,1929,2,winter,stornoway,5.8,1.2,12.0,36.6,66.2
1929-03-01,1929,3,spring,stornoway,10.6,2.2,11.0,22.3,130.9
1929-04-01,1929,4,spring,stornoway,9.0,2.1,3.0,40.5,196.4
1929-05-01,1929,5,spring,stornoway,12.8,5.5,1.0,56.5,236.4
1929-06-01,1929,6,summer,stornoway,13.2,7.4,0.0,82.8,136.8
1929-07-01,1929,7,summer,stornoway,15.9,9.9,0.0,74.0,102.5
1929-08-01,1929,8,summer,stornoway,15.3,9.2,0.0,148.2,121.1
1929-09-01,1929,9,autumn,stornoway,14.1,8.9,0.0,157.2,85.0
1929-10-01,1929,10,autumn,stornoway,10.3,5.1,1.0,193.3,78.0
1929-11-01,1929,11,autumn,stornoway,8.5,4.2,3.0,156.0,55.2
1929-12-01,1929,12,winter,stornoway,7.4,2.8,0.0,196.3,22.0
1930-01-01,1930,1,winter,stornoway,6.5,2.0,5.0,168.2,29.7
1930-02-01,1930,2,winter,stornoway,6.1,0.8,6.0,18.8,75.2
1930-03-01,1930,3,spring,stornoway,6.7,-0.2,19.0,77.9,122.4
1930-04-01,1930,4,spring,stornoway,10.2,3.7,3.0,50.6,184.8
1930-05-01,1930,5,spring,stornoway,11.9,5.3,2.0,63.1,218.0
1930-06-01,1930,6,summer,stornoway,16.0,9.0,0.0,66.1,231.0
1930-07-01,1930,7,summer,stornoway,15.5,10.0,0.0,37.3,115.8
1930-08-01,1930,8,summer,stornoway,15.8,10.8,0.0,121.9,99.9
1930-09-01,1930,9,autumn,stornoway,14.6,8.5,0.0,64.0,91.5
1930-10-01,1930,10,autumn,stornoway,11.1,6.3,0.0,182.1,66.6
1930-11-01,1930,11,autumn,stornoway,8.2,2.3,4.0,136.0,45.5
1930-12-01,1930,12,winter,stornoway,8.0,3.4,2.0,123.6,24.7
1931-01-01,1931,1,winter,stornoway,6.9,1.9,4.0,194.0,32.4
1931-02-01,1931,2,winter,stornoway,6.5,1.4,5.0,177.0,63.7
1931-03-01,1931,3,spring,stornoway,6.6,0.8,9.0,38.9,147.5
1931-04-01,1931,4,spring,stornoway,9.4,3.8,1.0,85.1,133.8
1931-05-01,1931,5,spring,stornoway,11.8,6.4,0.0,93.5,170.8
1931-06-01,1931,6,summer,stornoway,13.3,8.3,0.0,80.2,154.3
1931-07-01,1931,7,summer,stornoway,15.3,10.4,0.0,52.6,104.1
